Player ID,Exchange,Exchange Amount,Cards Before 1,Cards Before 2,Cards Before 3,Cards Before 4,Cards Before 5,Card Exchanged 1,Card Exchanged 2,Card Exchanged 3,Win
Adam,['t'],3,6,6,9,11,12,9,11,12,True
Nick,['n'],0,3,3,1,2,10,0,0,0,False
Adam,['t'],2,12,12,4,11,13,4,11,,True
Nick,['t'],2,12,12,8,9,11,8,9,,True
Adam,['t'],2,3,3,5,9,11,5,9,,False
Nick,['n'],0,2,2,7,10,11,0,0,0,False
Adam,['t'],3,11,11,1,12,13,1,12,13,True
Nick,['t'],2,5,5,7,9,11,7,9,,True
Adam,['t'],3,2,2,1,6,11,1,6,11,False
Nick,['t'],2,6,6,3,8,12,3,8,,True
Adam,['t'],3,7,7,2,6,9,2,6,9,False
Nick,['t'],3,3,3,2,6,13,2,6,13,False
Adam,['n'],0,11,11,4,5,13,0,0,0,True
Nick,['n'],0,1,1,2,5,13,0,0,0,False
Adam,['t'],2,9,9,4,11,12,4,11,,True
Nick,['t'],3,12,12,1,2,5,1,2,5,True
Adam,['t'],3,10,10,9,12,13,9,12,13,False
Nick,['t'],3,11,11,1,2,7,1,2,7,True
Adam,['t'],3,10,10,4,6,13,4,6,13,False
Nick,['t'],3,8,8,4,6,10,4,6,10,False
Adam,['t'],3,12,12,2,3,8,2,3,8,True
Nick,['t'],3,13,13,6,11,12,6,11,12,True
Adam,['t'],2,6,6,3,11,13,3,11,,False
Nick,['t'],3,7,7,1,6,8,1,6,8,False
Adam,['t'],2,10,10,2,4,12,2,4,,True
Nick,['t'],2,4,4,9,11,13,9,11,,False
Adam,['t'],2,7,7,3,12,13,3,12,,True
Nick,['t'],3,8,8,9,10,11,9,10,11,True
Adam,['t'],3,5,5,1,7,8,1,7,8,False
Nick,['t'],3,2,2,7,10,12,7,10,12,True
Adam,['t'],3,9,9,4,6,12,4,6,12,False
Nick,['t'],3,2,2,8,12,13,8,12,13,False
Adam,['t'],3,7,7,2,6,12,2,6,12,True
Nick,['t'],3,5,5,3,4,6,3,4,6,True
Adam,['t'],3,1,1,6,7,13,6,7,13,False
Nick,['t'],3,10,10,1,2,5,1,2,5,True
Adam,['t'],2,10,10,3,4,7,3,4,,False
Nick,['n'],0,11,11,1,8,9,0,0,0,True
Adam,['n'],0,3,3,5,8,11,0,0,0,False
Nick,['t'],3,9,9,1,2,4,1,2,4,False
Adam,['t'],2,4,4,10,11,13,10,11,,True
Nick,['n'],0,7,7,4,6,9,0,0,0,True
Adam,['n'],0,1,1,4,6,9,0,0,0,False
Nick,['t'],3,10,10,2,4,5,2,4,5,True
Adam,['t'],3,2,2,1,4,5,1,4,5,False
Nick,['n'],0,11,11,4,8,13,0,0,0,False
Adam,['t'],2,13,13,5,9,12,5,9,,True
Nick,['t'],3,8,8,2,3,13,2,3,13,True
Adam,['t'],2,5,5,8,11,13,8,11,,False
Nick,['t'],3,13,13,3,7,9,3,7,9,True
Adam,['t'],2,1,1,3,10,11,3,10,,False
Nick,['n'],0,13,13,2,8,12,0,0,0,True
Adam,['t'],3,7,7,2,3,6,2,3,6,False
Nick,['t'],2,12,12,5,7,11,5,7,,True
Adam,['t'],3,13,13,1,4,10,1,4,10,False
Nick,['t'],2,6,6,8,11,12,8,11,,True
Adam,['n'],0,5,5,3,11,12,0,0,0,False
Nick,['t'],3,11,11,4,6,9,4,6,9,True
Adam,['t'],2,10,10,1,8,9,1,8,,False
Nick,['t'],2,13,13,3,5,7,3,5,,True
Adam,['t'],2,2,2,7,8,9,7,8,,False
Nick,['t'],3,9,9,2,3,12,2,3,12,True
Adam,['t'],3,8,8,1,5,7,1,5,7,False
Nick,['t'],3,7,7,2,4,8,2,4,8,False
Adam,['t'],2,7,7,6,9,12,6,9,,True
Nick,['t'],2,1,1,8,9,11,8,9,,False
Adam,['t'],2,5,5,2,9,11,2,9,,True
Nick,['t'],3,2,2,1,6,13,1,6,13,True
Adam,['t'],3,4,4,1,3,6,1,3,6,False
Nick,['t'],2,4,4,2,10,12,2,10,,False
Adam,['t'],3,11,11,4,6,9,4,6,9,True
Nick,['n'],0,5,5,1,3,10,0,0,0,False
Adam,['n'],0,13,13,2,4,11,0,0,0,True
Nick,['t'],3,8,8,9,10,11,9,10,11,True
Adam,['n'],0,6,6,2,7,10,0,0,0,False
Nick,['t'],3,11,11,3,6,7,3,6,7,True
Adam,['n'],0,9,9,1,12,13,0,0,0,False
Nick,['t'],2,5,5,8,11,13,8,11,,False
Adam,['t'],2,7,7,5,6,8,5,6,,True
Nick,['n'],0,9,9,6,10,13,0,0,0,False
Adam,['t'],2,11,11,7,9,10,7,9,,True
Nick,['t'],3,4,4,2,5,10,2,5,10,False
Adam,['t'],2,1,1,8,9,13,8,9,,True
Nick,['t'],3,10,10,2,3,6,2,3,6,False
Adam,['t'],3,3,3,1,7,10,1,7,10,True
Nick,['t'],3,12,12,1,7,11,1,7,11,True
Adam,['t'],2,10,10,1,5,13,1,5,,False
Nick,['t'],3,4,4,2,5,6,2,5,6,True
Adam,['t'],2,1,1,9,10,11,9,10,,False
Nick,['t'],3,2,2,3,5,9,3,5,9,False
Adam,['t'],2,12,12,3,9,11,3,9,,True
Nick,['t'],2,5,5,2,8,11,2,8,,False
Adam,['n'],0,11,11,2,3,13,0,0,0,True
Nick,['t'],2,6,6,4,5,8,4,5,,False
Adam,['t'],3,11,11,1,4,12,1,4,12,True
Nick,['t'],2,9,9,5,7,13,5,7,,True
Adam,['n'],0,2,2,1,3,9,0,0,0,False
Nick,['t'],3,9,9,3,10,13,3,10,13,True
Adam,['n'],0,3,3,1,9,12,0,0,0,False
Nick,['t'],2,6,6,3,9,11,3,9,,True
Adam,['t'],3,6,6,2,7,10,2,7,10,False
Nick,['t'],3,3,3,6,9,12,6,9,12,True
Adam,['t'],3,1,1,6,7,10,6,7,10,False
Nick,['t'],3,3,3,2,6,12,2,6,12,False
Adam,['t'],2,12,12,1,8,10,1,8,,True
Nick,['t'],2,1,1,7,8,13,7,8,,False
Adam,['t'],2,3,3,1,2,13,1,2,,True
Nick,['t'],3,12,12,5,9,10,5,9,10,True
Adam,['n'],0,12,12,5,7,9,0,0,0,False
Nick,['t'],3,1,1,2,6,8,2,6,8,False
Adam,['t'],2,12,12,1,4,5,1,4,,True
Nick,['t'],3,12,12,2,4,7,2,4,7,False
Adam,['t'],2,12,12,1,11,13,1,11,,True
Nick,['t'],3,11,11,6,7,13,6,7,13,True
Adam,['t'],3,10,10,6,7,13,6,7,13,False
Nick,['n'],0,13,13,5,9,12,0,0,0,True
Adam,['t'],2,5,5,3,6,12,3,6,,False
Nick,['t'],3,12,12,7,8,11,7,8,11,True
Adam,['t'],3,9,9,7,11,13,7,11,13,False
Nick,['n'],0,11,11,3,4,6,0,0,0,True
Adam,['t'],3,7,7,4,5,8,4,5,8,False
Nick,['t'],3,3,3,1,4,7,1,4,7,True
Adam,['t'],2,13,13,5,6,10,5,6,,False
Nick,['t'],3,8,8,4,5,11,4,5,11,False
Adam,['t'],3,9,9,2,4,5,2,4,5,True
Nick,['t'],3,7,7,3,6,9,3,6,9,False
Adam,['t'],3,8,8,4,6,11,4,6,11,True
Nick,['t'],2,3,3,4,11,12,4,11,,False
Adam,['n'],0,11,11,4,9,13,0,0,0,True
Nick,['t'],3,12,12,2,5,9,2,5,9,True
Adam,['t'],2,5,5,2,10,11,2,10,,False
Nick,['t'],3,9,9,1,2,3,1,2,3,True
Adam,['t'],2,3,3,2,8,10,2,8,,False
Nick,['t'],3,13,13,1,5,6,1,5,6,True
Adam,['t'],3,9,9,3,5,7,3,5,7,False
Nick,['t'],2,4,4,1,10,13,1,10,,False
Adam,['n'],0,13,13,5,10,12,0,0,0,True
Nick,['t'],2,13,13,4,9,12,4,9,,True
Adam,['n'],0,6,6,1,4,9,0,0,0,False
Nick,['t'],3,9,9,6,7,11,6,7,11,False
Adam,['t'],2,5,5,4,6,13,4,6,,True
Nick,['t'],2,12,12,7,8,9,7,8,,True
Adam,['n'],0,3,3,5,6,10,0,0,0,False
Nick,['t'],3,6,6,1,2,3,1,2,3,False
Adam,['t'],2,11,11,1,6,10,1,6,,True
Nick,['t'],2,3,3,1,2,8,1,2,,False
Adam,['t'],2,8,8,6,10,12,6,10,,True
Nick,['n'],0,11,11,3,12,13,0,0,0,False
Adam,['t'],2,7,7,4,8,13,4,8,,True
Nick,['t'],3,3,3,4,5,9,4,5,9,True
Adam,['t'],3,2,2,5,7,9,5,7,9,False
Nick,['t'],2,1,1,5,9,13,5,9,,False
Adam,['t'],3,8,8,2,5,12,2,5,12,True
Nick,['t'],3,13,13,5,6,9,5,6,9,True
Adam,['n'],0,7,7,1,4,10,0,0,0,False
Nick,['t'],2,9,9,8,12,13,8,12,,True
Adam,['t'],2,2,2,5,12,13,5,12,,False
Nick,['t'],2,13,13,7,9,11,7,9,,True
Adam,['t'],3,9,9,6,7,11,6,7,11,False
Nick,['t'],3,1,1,2,6,7,2,6,7,False
Adam,['t'],3,13,13,6,7,8,6,7,8,True
Nick,['t'],3,3,3,10,12,13,10,12,13,True
Adam,['t'],2,11,11,2,12,13,2,12,,False
Nick,['n'],0,6,6,2,7,10,0,0,0,False
Adam,['t'],2,7,7,5,8,13,5,8,,True
Nick,['t'],3,3,3,7,11,12,7,11,12,True
Adam,['n'],0,2,2,3,6,11,0,0,0,False
Nick,['t'],3,9,9,6,8,11,6,8,11,False
Adam,['t'],3,10,10,4,8,12,4,8,12,True
Nick,['t'],3,13,13,1,3,6,1,3,6,True
Adam,['t'],2,8,8,10,11,12,10,11,,False
Nick,['t'],3,3,3,6,10,12,6,10,12,False
Adam,['n'],0,8,8,6,9,12,0,0,0,True
Nick,['t'],3,5,5,3,6,7,3,6,7,True
Adam,['t'],2,1,1,2,3,5,2,3,,False
Nick,['t'],3,12,12,1,5,7,1,5,7,True
Adam,['n'],0,3,3,4,7,10,0,0,0,False
Nick,['t'],2,12,12,5,7,10,5,7,,True
Adam,['t'],3,2,2,5,6,7,5,6,7,False
Nick,['t'],2,2,2,7,10,11,7,10,,False
Adam,['n'],0,9,9,3,4,5,0,0,0,True
Nick,['t'],2,8,8,5,6,9,5,6,,True
Adam,['t'],2,3,3,5,6,8,5,6,,False
Nick,['t'],3,13,13,4,6,7,4,6,7,True
Adam,['t'],3,5,5,2,7,12,2,7,12,False
Nick,['n'],0,1,1,3,5,10,0,0,0,False
Adam,['n'],0,4,4,1,5,11,0,0,0,True
Nick,['t'],3,11,11,2,5,13,2,5,13,False
Adam,['t'],2,9,9,10,11,12,10,11,,True
Nick,['t'],2,12,12,4,8,13,4,8,,True
Adam,['n'],0,4,4,5,7,11,0,0,0,False
Nick,['t'],3,4,4,2,6,11,2,6,11,False
Adam,['t'],3,12,12,4,8,10,4,8,10,True
Nick,['t'],3,10,10,1,3,5,1,3,5,True
Adam,['t'],3,9,9,3,5,8,3,5,8,False
Nick,['t'],3,5,5,1,7,10,1,7,10,True
Adam,['t'],3,11,11,5,7,13,5,7,13,False
Nick,['t'],2,11,11,4,8,12,4,8,,True
Adam,['t'],3,3,3,2,4,5,2,4,5,False
Nick,['t'],2,8,8,4,10,13,4,10,,False
Adam,['t'],2,10,10,4,8,12,4,8,,True
Nick,['t'],2,11,11,3,8,12,3,8,,True
Adam,['t'],3,6,6,1,10,12,1,10,12,False
Nick,['t'],3,8,8,3,4,12,3,4,12,True
Adam,['t'],3,2,2,1,4,6,1,4,6,False
Nick,['n'],0,1,1,2,10,12,0,0,0,False
Adam,['t'],2,7,7,4,11,12,4,11,,True
Nick,['t'],2,4,4,2,10,12,2,10,,False
Adam,['n'],0,9,9,3,10,11,0,0,0,True
Nick,['t'],3,7,7,2,6,9,2,6,9,False
Adam,['t'],3,10,10,3,4,12,3,4,12,True
Nick,['t'],3,6,6,1,5,8,1,5,8,False
Adam,['t'],2,10,10,11,12,13,11,12,,True
Nick,['t'],2,12,12,4,9,13,4,9,,True
Adam,['t'],2,7,7,2,3,12,2,3,,False
Nick,['t'],3,13,13,1,2,12,1,2,12,True
Adam,['t'],2,10,10,6,8,13,6,8,,False
Nick,['t'],3,8,8,3,4,13,3,4,13,False
Adam,['t'],2,8,8,2,5,11,2,5,,True
Nick,['t'],3,7,7,3,4,12,3,4,12,False
Adam,['t'],3,9,9,1,6,12,1,6,12,True
Nick,['t'],3,11,11,6,9,12,6,9,12,False
Adam,['t'],3,1,1,2,5,8,2,5,8,True
Nick,['t'],3,8,8,3,7,13,3,7,13,True
Adam,['t'],2,3,3,7,8,12,7,8,,False
Nick,['t'],2,5,5,6,8,9,6,8,,False
Adam,['t'],2,13,13,6,11,12,6,11,,True
Nick,['t'],3,13,13,4,5,11,4,5,11,True
Adam,['t'],2,5,5,4,6,8,4,6,,False
Nick,['t'],3,6,6,1,2,8,1,2,8,False
Adam,['n'],0,13,13,5,10,11,0,0,0,True
Nick,['n'],0,13,13,7,8,10,0,0,0,True
Adam,['n'],0,7,7,6,9,12,0,0,0,False
Nick,['t'],3,9,9,1,5,6,1,5,6,False
Adam,['t'],2,11,11,2,3,4,2,3,,True
Nick,['t'],3,3,3,4,6,9,4,6,9,False
Adam,['t'],2,2,2,5,7,10,5,7,,True
Nick,['t'],2,11,11,1,8,9,1,8,,True
Adam,['t'],3,10,10,1,7,13,1,7,13,False
Nick,['t'],3,6,6,2,4,8,2,4,8,False
Adam,['t'],2,4,4,7,8,10,7,8,,True
Nick,['t'],3,3,3,2,7,10,2,7,10,True
Adam,['n'],0,5,5,1,6,9,0,0,0,False
Nick,['t'],3,12,12,3,4,9,3,4,9,True
Adam,['t'],3,12,12,4,7,10,4,7,10,False
Nick,['t'],2,4,4,1,11,13,1,11,,False
Adam,['n'],0,7,7,4,6,13,0,0,0,True
Nick,['t'],3,2,2,1,4,8,1,4,8,True
Adam,['t'],3,1,1,2,6,12,2,6,12,False
Nick,['t'],3,12,12,2,4,6,2,4,6,True
Adam,['t'],2,4,4,2,6,8,2,6,,False
Nick,['t'],3,10,10,2,3,4,2,3,4,True
Adam,['t'],2,7,7,5,10,12,5,10,,False
Nick,['t'],3,3,3,1,7,13,1,7,13,False
Adam,['t'],3,9,9,3,7,13,3,7,13,True
Nick,['t'],3,1,1,6,8,11,6,8,11,False
Adam,['t'],3,6,6,2,8,10,2,8,10,True
Nick,['n'],0,2,2,5,7,9,0,0,0,False
Adam,['t'],2,5,5,4,8,9,4,8,,True
Nick,['t'],2,1,1,6,9,12,6,9,,False
Adam,['t'],3,2,2,9,10,12,9,10,12,True
Nick,['n'],0,6,6,2,5,13,0,0,0,False
Adam,['t'],2,7,7,2,9,12,2,9,,True
Nick,['t'],2,13,13,3,10,11,3,10,,True
Adam,['t'],2,3,3,1,4,11,1,4,,False
Nick,['t'],3,11,11,2,5,13,2,5,13,False
Adam,['t'],3,12,12,1,5,8,1,5,8,True
Nick,['n'],0,13,13,2,9,11,0,0,0,False
Adam,['t'],3,9,9,1,3,4,1,3,4,True
Nick,['t'],3,5,5,1,6,12,1,6,12,False
Adam,['t'],3,7,7,1,11,13,1,11,13,True
Nick,['t'],2,11,11,3,8,13,3,8,,True
Adam,['t'],2,12,12,4,5,9,4,5,,False
Nick,['t'],2,1,1,2,4,11,2,4,,False
Adam,['t'],2,5,5,9,11,13,9,11,,True
Nick,['t'],2,2,2,5,6,7,5,6,,True
Adam,['t'],2,1,1,3,7,11,3,7,,False
Nick,['t'],3,11,11,3,8,13,3,8,13,True
Adam,['t'],3,5,5,3,7,9,3,7,9,False
Nick,['t'],3,10,10,2,4,13,2,4,13,False
Adam,['t'],2,11,11,4,7,9,4,7,,True
Nick,['t'],2,3,3,1,6,8,1,6,,True
Adam,['t'],3,6,6,1,2,9,1,2,9,False
Nick,['t'],2,12,12,2,4,10,2,4,,True
Adam,['n'],0,11,11,8,9,10,0,0,0,False
Nick,['n'],0,7,7,1,5,10,0,0,0,True
Adam,['t'],3,2,2,5,6,11,5,6,11,False
Nick,['t'],3,1,1,5,10,11,5,10,11,True
Adam,['t'],3,12,12,7,8,13,7,8,13,False
Nick,['n'],0,7,7,1,4,9,0,0,0,False
Adam,['t'],2,6,6,7,10,12,7,10,,True
Nick,['n'],0,1,1,6,10,11,0,0,0,False
Adam,['n'],0,6,6,5,7,9,0,0,0,True
Nick,['t'],3,2,2,5,6,7,5,6,7,True
Adam,['n'],0,5,5,2,4,6,0,0,0,False
Nick,['n'],0,2,2,5,7,13,0,0,0,False
Adam,['t'],3,8,8,1,5,12,1,5,12,True
Nick,['t'],3,13,13,2,6,9,2,6,9,False
Adam,['t'],3,4,4,9,11,12,9,11,12,True
Nick,['t'],3,9,9,7,8,11,7,8,11,False
Adam,['t'],3,13,13,2,5,12,2,5,12,True
Nick,['t'],3,1,1,5,7,11,5,7,11,False
Adam,['t'],2,7,7,1,3,13,1,3,,True
Nick,['n'],0,2,2,3,10,11,0,0,0,False
Adam,['t'],2,8,8,1,10,11,1,10,,True
Nick,['t'],2,9,9,5,8,11,5,8,,True
Adam,['t'],2,1,1,5,6,9,5,6,,False
Nick,['t'],2,2,2,8,11,12,8,11,,False
Adam,['t'],3,10,10,1,4,5,1,4,5,True
Nick,['t'],2,4,4,6,9,10,6,9,,False
Adam,['t'],3,13,13,4,7,11,4,7,11,True
Nick,['t'],2,7,7,1,2,9,1,2,,True
Adam,['t'],3,9,9,1,2,7,1,2,7,False
Nick,['t'],3,9,9,1,4,6,1,4,6,False
Adam,['t'],3,10,10,5,7,12,5,7,12,True
Nick,['t'],3,2,2,3,5,9,3,5,9,False
Adam,['t'],2,5,5,8,9,13,8,9,,True
Nick,['n'],0,3,3,1,6,11,0,0,0,False
Adam,['t'],2,1,1,6,7,8,6,7,,True
Nick,['t'],2,8,8,9,10,11,9,10,,True
Adam,['t'],2,13,13,4,5,8,4,5,,False
Nick,['t'],2,10,10,2,4,7,2,4,,True
Adam,['n'],0,8,8,3,7,12,0,0,0,False
Nick,['n'],0,11,11,1,8,9,0,0,0,True
Adam,['t'],3,1,1,5,8,11,5,8,11,False
Nick,['t'],2,5,5,7,11,12,7,11,,True
Adam,['t'],3,1,1,3,5,11,3,5,11,False
Nick,['n'],0,12,12,8,10,13,0,0,0,True
Adam,['t'],2,3,3,9,12,13,9,12,,False
Nick,['n'],0,6,6,1,12,13,0,0,0,True
Adam,['t'],3,1,1,6,11,13,6,11,13,False
Nick,['n'],0,10,10,2,5,8,0,0,0,True
Adam,['t'],3,4,4,3,6,12,3,6,12,False
Nick,['t'],2,8,8,6,10,11,6,10,,False
Adam,['n'],0,12,12,2,6,11,0,0,0,True
Nick,['t'],3,5,5,4,7,9,4,7,9,False
Adam,['n'],0,9,9,1,3,11,0,0,0,True
Nick,['n'],0,4,4,6,8,13,0,0,0,False
Adam,['t'],2,6,6,4,9,13,4,9,,True
Nick,['t'],2,2,2,6,10,13,6,10,,False
Adam,['n'],0,8,8,4,5,9,0,0,0,True
Nick,['n'],0,5,5,7,10,12,0,0,0,True
Adam,['t'],3,5,5,1,8,11,1,8,11,False
Nick,['t'],3,9,9,3,7,10,3,7,10,True
Adam,['t'],3,6,6,2,5,9,2,5,9,False
Nick,['n'],0,9,9,3,5,12,0,0,0,True
Adam,['t'],3,8,8,6,7,9,6,7,9,False
Nick,['t'],3,6,6,4,7,8,4,7,8,True
Adam,['t'],2,3,3,5,12,13,5,12,,False
Nick,['t'],3,2,2,3,4,6,3,4,6,True
Adam,['n'],0,9,9,3,7,13,0,0,0,False
Nick,['n'],0,2,2,5,8,13,0,0,0,False
Adam,['t'],3,4,4,1,7,10,1,7,10,True
Nick,['t'],3,13,13,2,6,12,2,6,12,True
Adam,['n'],0,11,11,2,6,10,0,0,0,False
Nick,['t'],3,13,13,2,4,6,2,4,6,True
Adam,['t'],3,11,11,4,6,12,4,6,12,False
Nick,['t'],3,1,1,6,7,11,6,7,11,True
Adam,['n'],0,9,9,7,8,10,0,0,0,False
Nick,['t'],2,3,3,9,11,13,9,11,,False
Adam,['t'],3,11,11,6,10,13,6,10,13,True
Nick,['t'],3,4,4,10,11,13,10,11,13,False
Adam,['t'],3,10,10,1,4,7,1,4,7,True
Nick,['t'],3,2,2,5,6,8,5,6,8,False
Adam,['n'],0,10,10,1,7,12,0,0,0,True
Nick,['t'],3,11,11,3,5,6,3,5,6,False
Adam,['n'],0,12,12,3,6,9,0,0,0,True
Nick,['n'],0,4,4,5,7,13,0,0,0,False
Adam,['t'],2,9,9,3,5,7,3,5,,True
Nick,['n'],0,6,6,2,8,13,0,0,0,False
Adam,['t'],2,6,6,2,9,11,2,9,,True
Nick,['t'],2,10,10,3,6,8,3,6,,False
Adam,['t'],3,11,11,9,12,13,9,12,13,True
Nick,['t'],3,4,4,6,7,8,6,7,8,False
Adam,['t'],2,10,10,6,11,13,6,11,,True
Nick,['t'],2,7,7,1,9,12,1,9,,True
Adam,['t'],2,1,1,3,8,12,3,8,,False
Nick,['t'],3,10,10,4,7,12,4,7,12,True
Adam,['t'],2,7,7,1,11,13,1,11,,False
Nick,['t'],2,6,6,5,7,13,5,7,,True
Adam,['t'],3,6,6,1,2,11,1,2,11,False
Nick,['t'],3,3,3,5,9,13,5,9,13,False
Adam,['n'],0,2,2,5,11,13,0,0,0,True
Nick,['t'],2,3,3,4,7,12,4,7,,False
Adam,['t'],2,8,8,3,9,11,3,9,,True
Nick,['t'],2,9,9,4,8,12,4,8,,False
Adam,['t'],2,3,3,1,11,13,1,11,,True
Nick,['n'],0,13,13,3,4,10,0,0,0,False
Adam,['t'],2,10,10,5,9,11,5,9,,True
Nick,['t'],2,11,11,2,8,12,2,8,,True
Adam,['t'],2,1,1,3,5,13,3,5,,False
Nick,['t'],3,7,7,3,5,10,3,5,10,True
Adam,['t'],2,3,3,1,10,11,1,10,,False
Nick,['t'],3,3,3,2,4,6,2,4,6,False
Adam,['t'],2,5,5,6,8,12,6,8,,True
Nick,['n'],0,3,3,4,8,9,0,0,0,False
Adam,['t'],2,6,6,3,9,10,3,9,,True
Nick,['n'],0,2,2,7,11,12,0,0,0,False
Adam,['t'],3,13,13,2,4,10,2,4,10,True
Nick,['n'],0,4,4,6,7,11,0,0,0,False
Adam,['t'],2,3,3,6,9,10,6,9,,True
Nick,['t'],2,8,8,3,11,13,3,11,,False
Adam,['t'],2,13,13,4,9,11,4,9,,True
Nick,['n'],0,11,11,1,10,13,0,0,0,True
Adam,['n'],0,10,10,5,6,11,0,0,0,False
Nick,['t'],3,5,5,3,7,11,3,7,11,False
Adam,['t'],2,7,7,5,8,10,5,8,,True
Nick,['t'],3,3,3,1,5,6,1,5,6,False
Adam,['t'],3,6,6,3,5,11,3,5,11,True
Nick,['t'],3,12,12,1,5,10,1,5,10,True
Adam,['t'],3,11,11,3,5,6,3,5,6,False
Nick,['n'],0,10,10,1,5,9,0,0,0,True
Adam,['t'],3,3,3,1,5,11,1,5,11,False
Nick,['t'],3,11,11,3,6,12,3,6,12,False
Adam,['t'],3,4,4,1,3,8,1,3,8,True
Nick,['t'],2,8,8,3,5,9,3,5,,True
Adam,['n'],0,5,5,1,7,10,0,0,0,False
Nick,['t'],3,3,3,5,6,12,5,6,12,False
Adam,['t'],2,5,5,6,9,13,6,9,,True
Nick,['t'],2,13,13,1,5,7,1,5,,True
Adam,['n'],0,1,1,2,7,9,0,0,0,False
Nick,['t'],3,7,7,4,8,12,4,8,12,True
Adam,['n'],0,10,10,1,7,8,0,0,0,False
Nick,['t'],3,5,5,3,6,11,3,6,11,True
Adam,['t'],3,6,6,4,5,8,4,5,8,False
Nick,['t'],3,9,9,2,3,11,2,3,11,True
Adam,['t'],2,1,1,3,10,12,3,10,,False
Nick,['t'],2,3,3,1,11,12,1,11,,False
Adam,['t'],3,3,3,1,5,6,1,5,6,True
Nick,['t'],2,9,9,3,10,13,3,10,,False
Adam,['t'],3,11,11,2,6,10,2,6,10,True
Nick,['t'],3,11,11,2,3,8,2,3,8,True
Adam,['t'],3,2,2,3,8,13,3,8,13,False
Nick,['n'],0,5,5,2,7,10,0,0,0,False
Adam,['t'],3,10,10,3,4,6,3,4,6,True
Nick,['t'],3,3,3,4,7,10,4,7,10,False
Adam,['t'],3,12,12,2,6,11,2,6,11,True
Nick,['n'],0,12,12,3,7,9,0,0,0,False
Adam,['t'],3,13,13,1,4,11,1,4,11,True
Nick,['t'],2,12,12,2,3,4,2,3,,False
Adam,['t'],3,12,12,2,5,8,2,5,8,True
Nick,['t'],3,8,8,2,7,9,2,7,9,True
Adam,['t'],3,7,7,1,4,5,1,4,5,False
Nick,['t'],2,3,3,1,2,10,1,2,,True
Adam,['t'],3,2,2,4,5,12,4,5,12,False
Nick,['t'],3,5,5,3,4,13,3,4,13,True
Adam,['t'],2,3,3,6,8,10,6,8,,False
Nick,['n'],0,2,2,4,5,8,0,0,0,False
Adam,['n'],0,13,13,1,8,9,0,0,0,True
Nick,['t'],2,6,6,2,9,11,2,9,,False
Adam,['t'],2,9,9,5,10,12,5,10,,True
Nick,['t'],2,5,5,4,9,13,4,9,,False
Adam,['t'],2,2,2,9,10,12,9,10,,True
Nick,['t'],2,1,1,2,9,13,2,9,,False
Adam,['n'],0,10,10,4,11,13,0,0,0,True
Nick,['t'],2,9,9,1,3,5,1,3,,True
Adam,['t'],3,13,13,6,10,11,6,10,11,False
Nick,['n'],0,4,4,10,12,13,0,0,0,False
Adam,['n'],0,9,9,5,8,12,0,0,0,True
Nick,['t'],3,5,5,1,4,12,1,4,12,False
Adam,['t'],3,3,3,1,2,13,1,2,13,True
Nick,['t'],2,10,10,3,9,13,3,9,,True
Adam,['t'],3,4,4,1,3,8,1,3,8,False
Nick,['t'],2,4,4,2,6,8,2,6,,False
Adam,['t'],2,13,13,2,9,10,2,9,,True
Nick,['n'],0,11,11,1,3,9,0,0,0,False
Adam,['t'],2,8,8,6,11,12,6,11,,True
Nick,['t'],3,10,10,1,4,5,1,4,5,True
Adam,['t'],2,7,7,3,4,9,3,4,,False
Nick,['t'],3,6,6,2,5,12,2,5,12,True
Adam,['t'],2,1,1,4,7,10,4,7,,False
Nick,['n'],0,9,9,7,8,12,0,0,0,False
Adam,['t'],3,12,12,1,3,5,1,3,5,True
Nick,['n'],0,10,10,2,6,11,0,0,0,False
Adam,['t'],3,10,10,2,8,12,2,8,12,True
Nick,['n'],0,2,2,9,10,13,0,0,0,False
Adam,['t'],2,7,7,1,8,12,1,8,,True
Nick,['n'],0,1,1,6,12,13,0,0,0,False
Adam,['t'],2,9,9,2,8,12,2,8,,True
Nick,['t'],3,3,3,1,7,8,1,7,8,True
Adam,['t'],2,10,10,2,8,11,2,8,,False
Nick,['t'],3,10,10,1,3,5,1,3,5,True
Adam,['n'],0,8,8,7,9,12,0,0,0,False
Nick,['n'],0,9,9,4,5,13,0,0,0,True
Adam,['t'],2,9,9,4,7,12,4,7,,False
Nick,['t'],3,6,6,4,9,13,4,9,13,False
Adam,['t'],2,8,8,1,11,12,1,11,,True
Nick,['t'],3,11,11,3,7,13,3,7,13,True
Adam,['t'],3,4,4,6,7,10,6,7,10,False
Nick,['t'],3,11,11,1,2,6,1,2,6,True
Adam,['t'],3,6,6,3,8,9,3,8,9,False
Nick,['t'],3,10,10,2,3,6,2,3,6,True
Adam,['n'],0,13,13,3,5,11,0,0,0,False
Nick,['t'],3,1,1,5,9,10,5,9,10,True
Adam,['t'],3,3,3,1,4,5,1,4,5,False
Nick,['t'],3,2,2,4,5,6,4,5,6,True
Adam,['t'],2,1,1,4,7,8,4,7,,False
Nick,['t'],2,9,9,1,4,6,1,4,,False
Adam,['t'],3,12,12,4,6,13,4,6,13,True
Nick,['t'],2,7,7,1,10,13,1,10,,True
Adam,['t'],3,2,2,5,11,13,5,11,13,False
Nick,['n'],0,5,5,3,12,13,0,0,0,False
Adam,['t'],2,10,10,5,12,13,5,12,,True
